,GeneID,GO_ID,gene-symbol,GO_term,gene-score
473,109,GO:0003091,ADCY3,renal water homeostasis,2.0
474,109,GO:0004016,ADCY3,adenylate cyclase activity,2.0
476,109,GO:0005516,ADCY3,calmodulin binding,2.0
477,109,GO:0005524,ADCY3,ATP binding,2.0
478,109,GO:0005737,ADCY3,cytoplasm,2.0
479,109,GO:0005794,ADCY3,Golgi apparatus,2.0
480,109,GO:0005886,ADCY3,plasma membrane,2.0
482,109,GO:0005887,ADCY3,integral component of plasma membrane,2.0
483,109,GO:0005929,ADCY3,cilium,2.0
484,109,GO:0006171,ADCY3,cAMP biosynthetic process,2.0
486,109,GO:0007165,ADCY3,signal transduction,2.0
487,109,GO:0007186,ADCY3,G protein-coupled receptor signaling pathway,2.0
488,109,GO:0007189,ADCY3,adenylate cyclase-activating G protein-coupled receptor signaling pathway,2.0
491,109,GO:0007190,ADCY3,activation of adenylate cyclase activity,2.0
492,109,GO:0007193,ADCY3,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,2.0
493,109,GO:0007338,ADCY3,single fertilization,2.0
494,109,GO:0007340,ADCY3,acrosome reaction,2.0
495,109,GO:0007608,ADCY3,sensory perception of smell,2.0
496,109,GO:0008355,ADCY3,olfactory learning,2.0
497,109,GO:0016020,ADCY3,membrane,2.0
498,109,GO:0016021,ADCY3,integral component of membrane,2.0
499,109,GO:0030317,ADCY3,flagellated sperm motility,2.0
500,109,GO:0034199,ADCY3,activation of protein kinase A activity,2.0
501,109,GO:0046872,ADCY3,metal ion binding,2.0
502,109,GO:0071377,ADCY3,cellular response to glucagon stimulus,2.0
503,109,GO:1904322,ADCY3,cellular response to forskolin,2.0
642,116986,GO:0003924,AGAP2,GTPase activity,2.0
644,116986,GO:0005096,AGAP2,GTPase activator activity,2.0
645,116986,GO:0005515,AGAP2,protein binding,2.0
646,116986,GO:0005524,AGAP2,ATP binding,2.0
647,116986,GO:0005525,AGAP2,GTP binding,2.0
648,116986,GO:0005634,AGAP2,nucleus,2.0
652,116986,GO:0005654,AGAP2,nucleoplasm,2.0
653,116986,GO:0005737,AGAP2,cytoplasm,2.0
655,116986,GO:0005768,AGAP2,endosome,2.0
656,116986,GO:0005829,AGAP2,cytosol,2.0
657,116986,GO:0015031,AGAP2,protein transport,2.0
658,116986,GO:0016020,AGAP2,membrane,2.0
659,116986,GO:0016197,AGAP2,endosomal transport,2.0
660,116986,GO:0019901,AGAP2,protein kinase binding,2.0
661,116986,GO:0030036,AGAP2,actin cytoskeleton organization,2.0
662,116986,GO:0030295,AGAP2,protein kinase activator activity,2.0
663,116986,GO:0032147,AGAP2,activation of protein kinase activity,2.0
664,116986,GO:0035014,AGAP2,phosphatidylinositol 3-kinase regulator activity,2.0
665,116986,GO:0042177,AGAP2,negative regulation of protein catabolic process,2.0
666,116986,GO:0043524,AGAP2,negative regulation of neuron apoptotic process,2.0
667,116986,GO:0043547,AGAP2,positive regulation of GTPase activity,2.0
668,116986,GO:0045860,AGAP2,positive regulation of protein kinase activity,2.0
669,116986,GO:0046872,AGAP2,metal ion binding,2.0
670,116986,GO:0061903,AGAP2,positive regulation of 1-phosphatidylinositol-3-kinase activity,2.0
671,116986,GO:0070062,AGAP2,extracellular exosome,2.0
672,116986,GO:0090543,AGAP2,Flemming body,2.0
730,26523,GO:0000932,AGO1,P-body,2.0
731,26523,GO:0000956,AGO1,nuclear-transcribed mRNA catabolic process,2.0
732,26523,GO:0000978,AGO1,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
733,26523,GO:0000993,AGO1,RNA polymerase II complex binding,2.0
734,26523,GO:0001046,AGO1,core promoter sequence-specific DNA binding,2.0
735,26523,GO:0003723,AGO1,RNA binding,2.0
737,26523,GO:0003725,AGO1,double-stranded RNA binding,2.0
738,26523,GO:0003727,AGO1,single-stranded RNA binding,2.0
739,26523,GO:0004521,AGO1,endoribonuclease activity,2.0
740,26523,GO:0005515,AGO1,protein binding,2.0
741,26523,GO:0005634,AGO1,nucleus,2.0
742,26523,GO:0005654,AGO1,nucleoplasm,2.0
743,26523,GO:0005737,AGO1,cytoplasm,2.0
744,26523,GO:0005829,AGO1,cytosol,2.0
745,26523,GO:0005844,AGO1,polysome,2.0
746,26523,GO:0007223,AGO1,"Wnt signaling pathway, calcium modulating pathway",2.0
747,26523,GO:0010501,AGO1,RNA secondary structure unwinding,2.0
749,26523,GO:0010586,AGO1,miRNA metabolic process,2.0
750,26523,GO:0010628,AGO1,positive regulation of gene expression,2.0
751,26523,GO:0010629,AGO1,negative regulation of gene expression,2.0
752,26523,GO:0016442,AGO1,RISC complex,2.0
753,26523,GO:0016525,AGO1,negative regulation of angiogenesis,2.0
754,26523,GO:0031054,AGO1,pre-miRNA processing,2.0
755,26523,GO:0035194,AGO1,post-transcriptional gene silencing by RNA,2.0
756,26523,GO:0035196,AGO1,production of miRNAs involved in gene silencing by miRNA,2.0
757,26523,GO:0035198,AGO1,miRNA binding,2.0
758,26523,GO:0035278,AGO1,miRNA mediated inhibition of translation,2.0
759,26523,GO:0035279,AGO1,mRNA cleavage involved in gene silencing by miRNA,2.0
760,26523,GO:0035280,AGO1,miRNA loading onto RISC involved in gene silencing by miRNA,2.0
761,26523,GO:0045652,AGO1,regulation of megakaryocyte differentiation,2.0
762,26523,GO:0045944,AGO1,positive regulation of transcription by RNA polymerase II,2.0
763,26523,GO:0060964,AGO1,regulation of gene silencing by miRNA,2.0
764,26523,GO:0070578,AGO1,RISC-loading complex,2.0
765,26523,GO:0090502,AGO1,"RNA phosphodiester bond hydrolysis, endonucleolytic",2.0
766,26523,GO:0090625,AGO1,mRNA cleavage involved in gene silencing by siRNA,2.0
767,26523,GO:1901224,AGO1,positive regulation of NIK/NF-kappaB signaling,2.0
768,26523,GO:1990904,AGO1,ribonucleoprotein complex,2.0
803,192670,GO:0000932,AGO4,P-body,2.0
804,192670,GO:0003725,AGO4,double-stranded RNA binding,2.0
805,192670,GO:0003727,AGO4,single-stranded RNA binding,2.0
806,192670,GO:0005515,AGO4,protein binding,2.0
807,192670,GO:0005634,AGO4,nucleus,2.0
808,192670,GO:0005737,AGO4,cytoplasm,2.0
809,192670,GO:0005829,AGO4,cytosol,2.0
810,192670,GO:0006402,AGO4,mRNA catabolic process,2.0
811,192670,GO:0007130,AGO4,synaptonemal complex assembly,2.0
812,192670,GO:0007140,AGO4,male meiotic nuclear division,2.0
813,192670,GO:0007223,AGO4,"Wnt signaling pathway, calcium modulating pathway",2.0
814,192670,GO:0008584,AGO4,male gonad development,2.0
815,192670,GO:0010501,AGO4,RNA secondary structure unwinding,2.0
817,192670,GO:0010586,AGO4,miRNA metabolic process,2.0
818,192670,GO:0010628,AGO4,positive regulation of gene expression,2.0
819,192670,GO:0010629,AGO4,negative regulation of gene expression,2.0
820,192670,GO:0016020,AGO4,membrane,2.0
821,192670,GO:0016442,AGO4,RISC complex,2.0
822,192670,GO:0022604,AGO4,regulation of cell morphogenesis,2.0
823,192670,GO:0031054,AGO4,pre-miRNA processing,2.0
824,192670,GO:0035194,AGO4,post-transcriptional gene silencing by RNA,2.0
825,192670,GO:0035196,AGO4,production of miRNAs involved in gene silencing by miRNA,2.0
826,192670,GO:0035198,AGO4,miRNA binding,2.0
827,192670,GO:0035278,AGO4,miRNA mediated inhibition of translation,2.0
828,192670,GO:0035279,AGO4,mRNA cleavage involved in gene silencing by miRNA,2.0
829,192670,GO:0035280,AGO4,miRNA loading onto RISC involved in gene silencing by miRNA,2.0
830,192670,GO:0043066,AGO4,negative regulation of apoptotic process,2.0
831,192670,GO:0045652,AGO4,regulation of megakaryocyte differentiation,2.0
832,192670,GO:0070578,AGO4,RISC-loading complex,2.0
833,192670,GO:0090625,AGO4,mRNA cleavage involved in gene silencing by siRNA,2.0
927,10142,GO:0000086,AKAP9,G2/M transition of mitotic cell cycle,2.0
928,10142,GO:0003677,AKAP9,DNA binding,2.0
929,10142,GO:0005102,AKAP9,signaling receptor binding,2.0
930,10142,GO:0005515,AKAP9,protein binding,2.0
931,10142,GO:0005794,AKAP9,Golgi apparatus,2.0
932,10142,GO:0005795,AKAP9,Golgi stack,2.0
934,10142,GO:0005801,AKAP9,cis-Golgi network,2.0
936,10142,GO:0005813,AKAP9,centrosome,2.0
938,10142,GO:0005829,AKAP9,cytosol,2.0
939,10142,GO:0005856,AKAP9,cytoskeleton,2.0
940,10142,GO:0007020,AKAP9,microtubule nucleation,2.0
941,10142,GO:0007165,AKAP9,signal transduction,2.0
942,10142,GO:0007268,AKAP9,chemical synaptic transmission,2.0
943,10142,GO:0008076,AKAP9,voltage-gated potassium channel complex,2.0
944,10142,GO:0010389,AKAP9,regulation of G2/M transition of mitotic cell cycle,2.0
945,10142,GO:0015459,AKAP9,potassium channel regulator activity,2.0
947,10142,GO:0031116,AKAP9,positive regulation of microtubule polymerization,2.0
948,10142,GO:0033138,AKAP9,positive regulation of peptidyl-serine phosphorylation,2.0
950,10142,GO:0034237,AKAP9,protein kinase A regulatory subunit binding,2.0
953,10142,GO:0043231,AKAP9,intracellular membrane-bounded organelle,2.0
954,10142,GO:0044325,AKAP9,ion channel binding,2.0
955,10142,GO:0051661,AKAP9,maintenance of centrosome location,2.0
957,10142,GO:0060090,AKAP9,molecular adaptor activity,2.0
959,10142,GO:0060306,AKAP9,regulation of membrane repolarization,2.0
960,10142,GO:0060307,AKAP9,regulation of ventricular cardiac muscle cell membrane repolarization,2.0
962,10142,GO:0061337,AKAP9,cardiac conduction,2.0
963,10142,GO:0071320,AKAP9,cellular response to cAMP,2.0
964,10142,GO:0086091,AKAP9,regulation of heart rate by cardiac conduction,2.0
965,10142,GO:0097060,AKAP9,synaptic membrane,2.0
966,10142,GO:0097711,AKAP9,ciliary basal body-plasma membrane docking,2.0
967,10142,GO:0098909,AKAP9,regulation of cardiac muscle cell action potential involved in regulation of contraction,2.0
968,10142,GO:0098962,AKAP9,regulation of postsynaptic neurotransmitter receptor activity,2.0
970,10142,GO:0098978,AKAP9,glutamatergic synapse,2.0
972,10142,GO:1901018,AKAP9,positive regulation of potassium ion transmembrane transporter activity,2.0
974,10142,GO:1903358,AKAP9,regulation of Golgi organization,2.0
1021,270,GO:0003876,AMPD1,AMP deaminase activity,2.0
1022,270,GO:0005515,AMPD1,protein binding,2.0
1023,270,GO:0005829,AMPD1,cytosol,2.0
1025,270,GO:0006188,AMPD1,IMP biosynthetic process,2.0
1026,270,GO:0010033,AMPD1,response to organic substance,2.0
1027,270,GO:0032036,AMPD1,myosin heavy chain binding,2.0
1028,270,GO:0032264,AMPD1,IMP salvage,2.0
1029,270,GO:0042802,AMPD1,identical protein binding,2.0
1030,270,GO:0043101,AMPD1,purine-containing compound salvage,2.0
1031,270,GO:0046033,AMPD1,AMP metabolic process,2.0
1032,270,GO:0046872,AMPD1,metal ion binding,2.0
1033,275,GO:0004047,AMT,aminomethyltransferase activity,2.0
1036,275,GO:0005654,AMT,nucleoplasm,2.0
1037,275,GO:0005739,AMT,mitochondrion,2.0
1040,275,GO:0005759,AMT,mitochondrial matrix,2.0
1041,275,GO:0006546,AMT,glycine catabolic process,2.0
1042,275,GO:0008483,AMT,transaminase activity,2.0
1043,275,GO:0019464,AMT,glycine decarboxylation via glycine cleavage system,2.0
1219,301,GO:0001533,ANXA1,cornified envelope,2.0
1220,301,GO:0001780,ANXA1,neutrophil homeostasis,2.0
1221,301,GO:0001891,ANXA1,phagocytic cup,2.0
1222,301,GO:0002250,ANXA1,adaptive immune response,2.0
1223,301,GO:0002548,ANXA1,monocyte chemotaxis,2.0
1224,301,GO:0002685,ANXA1,regulation of leukocyte migration,2.0
1226,301,GO:0003697,ANXA1,single-stranded DNA binding,2.0
1227,301,GO:0003727,ANXA1,single-stranded RNA binding,2.0
1228,301,GO:0005102,ANXA1,signaling receptor binding,2.0
1229,301,GO:0005509,ANXA1,calcium ion binding,2.0
1231,301,GO:0005515,ANXA1,protein binding,2.0
1232,301,GO:0005543,ANXA1,phospholipid binding,2.0
1233,301,GO:0005544,ANXA1,calcium-dependent phospholipid binding,2.0
1235,301,GO:0005576,ANXA1,extracellular region,2.0
1236,301,GO:0005615,ANXA1,extracellular space,2.0
1239,301,GO:0005634,ANXA1,nucleus,2.0
1240,301,GO:0005654,ANXA1,nucleoplasm,2.0
1241,301,GO:0005737,ANXA1,cytoplasm,2.0
1244,301,GO:0005768,ANXA1,endosome,2.0
1245,301,GO:0005829,ANXA1,cytosol,2.0
1246,301,GO:0005884,ANXA1,actin filament,2.0
1247,301,GO:0005886,ANXA1,plasma membrane,2.0
1249,301,GO:0005912,ANXA1,adherens junction,2.0
1250,301,GO:0005925,ANXA1,focal adhesion,2.0
1251,301,GO:0006909,ANXA1,phagocytosis,2.0
1252,301,GO:0006954,ANXA1,inflammatory response,2.0
1254,301,GO:0007165,ANXA1,signal transduction,2.0
1255,301,GO:0007166,ANXA1,cell surface receptor signaling pathway,2.0
1256,301,GO:0007186,ANXA1,G protein-coupled receptor signaling pathway,2.0
1257,301,GO:0007187,ANXA1,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",2.0
1259,301,GO:0008360,ANXA1,regulation of cell shape,2.0
1261,301,GO:0009986,ANXA1,cell surface,2.0
1262,301,GO:0010165,ANXA1,response to X-ray,2.0
1263,301,GO:0014839,ANXA1,myoblast migration involved in skeletal muscle regeneration,2.0
1264,301,GO:0016323,ANXA1,basolateral plasma membrane,2.0
1265,301,GO:0016324,ANXA1,apical plasma membrane,2.0
1266,301,GO:0016328,ANXA1,lateral plasma membrane,2.0
1267,301,GO:0018149,ANXA1,peptide cross-linking,2.0
1268,301,GO:0019221,ANXA1,cytokine-mediated signaling pathway,2.0
1269,301,GO:0019834,ANXA1,phospholipase A2 inhibitor activity,2.0
1271,301,GO:0019898,ANXA1,extrinsic component of membrane,2.0
1272,301,GO:0030073,ANXA1,insulin secretion,2.0
1273,301,GO:0030216,ANXA1,keratinocyte differentiation,2.0
1275,301,GO:0030659,ANXA1,cytoplasmic vesicle membrane,2.0
1276,301,GO:0030850,ANXA1,prostate gland development,2.0
1277,301,GO:0031018,ANXA1,endocrine pancreas development,2.0
1278,301,GO:0031232,ANXA1,extrinsic component of external side of plasma membrane,2.0
1279,301,GO:0031313,ANXA1,extrinsic component of endosome membrane,2.0
1280,301,GO:0031340,ANXA1,positive regulation of vesicle fusion,2.0
1282,301,GO:0031394,ANXA1,positive regulation of prostaglandin biosynthetic process,2.0
1283,301,GO:0031514,ANXA1,motile cilium,2.0
1284,301,GO:0031532,ANXA1,actin cytoskeleton reorganization,2.0
1286,301,GO:0031901,ANXA1,early endosome membrane,2.0
1287,301,GO:0031966,ANXA1,mitochondrial membrane,2.0
1288,301,GO:0031982,ANXA1,vesicle,2.0
1289,301,GO:0032355,ANXA1,response to estradiol,2.0
1290,301,GO:0032508,ANXA1,DNA duplex unwinding,2.0
1291,301,GO:0032652,ANXA1,regulation of interleukin-1 production,2.0
1293,301,GO:0032717,ANXA1,negative regulation of interleukin-8 production,2.0
1294,301,GO:0032743,ANXA1,positive regulation of interleukin-2 production,2.0
1296,301,GO:0032991,ANXA1,protein-containing complex,2.0
1297,301,GO:0033031,ANXA1,positive regulation of neutrophil apoptotic process,2.0
1298,301,GO:0035924,ANXA1,cellular response to vascular endothelial growth factor stimulus,2.0
1300,301,GO:0036121,ANXA1,double-stranded DNA helicase activity,2.0
1301,301,GO:0042063,ANXA1,gliogenesis,2.0
1302,301,GO:0042102,ANXA1,positive regulation of T cell proliferation,2.0
1304,301,GO:0042383,ANXA1,sarcolemma,2.0
1305,301,GO:0042493,ANXA1,response to drug,2.0
1306,301,GO:0042629,ANXA1,mast cell granule,2.0
1307,301,GO:0042802,ANXA1,identical protein binding,2.0
1308,301,GO:0043066,ANXA1,negative regulation of apoptotic process,2.0
1309,301,GO:0043434,ANXA1,response to peptide hormone,2.0
1310,301,GO:0044849,ANXA1,estrous cycle,2.0
1311,301,GO:0045087,ANXA1,innate immune response,2.0
1312,301,GO:0045627,ANXA1,positive regulation of T-helper 1 cell differentiation,2.0
1314,301,GO:0045629,ANXA1,negative regulation of T-helper 2 cell differentiation,2.0
1316,301,GO:0045920,ANXA1,negative regulation of exocytosis,2.0
1318,301,GO:0046632,ANXA1,alpha-beta T cell differentiation,2.0
1320,301,GO:0046883,ANXA1,regulation of hormone secretion,2.0
1322,301,GO:0048306,ANXA1,calcium-dependent protein binding,2.0
1323,301,GO:0050482,ANXA1,arachidonic acid secretion,2.0
1324,301,GO:0050709,ANXA1,negative regulation of protein secretion,2.0
1325,301,GO:0050727,ANXA1,regulation of inflammatory response,2.0
1327,301,GO:0062023,ANXA1,collagen-containing extracellular matrix,2.0
1328,301,GO:0070062,ANXA1,extracellular exosome,2.0
1330,301,GO:0070301,ANXA1,cellular response to hydrogen peroxide,2.0
1331,301,GO:0070365,ANXA1,hepatocyte differentiation,2.0
1332,301,GO:0070459,ANXA1,prolactin secretion,2.0
1333,301,GO:0070555,ANXA1,response to interleukin-1,2.0
1334,301,GO:0071385,ANXA1,cellular response to glucocorticoid stimulus,2.0
1336,301,GO:0071621,ANXA1,granulocyte chemotaxis,2.0
1338,301,GO:0090050,ANXA1,positive regulation of cell migration involved in sprouting angiogenesis,2.0
1340,301,GO:0090303,ANXA1,positive regulation of wound healing,2.0
1342,301,GO:0097060,ANXA1,synaptic membrane,2.0
1343,301,GO:0097350,ANXA1,neutrophil clearance,2.0
1345,301,GO:0098609,ANXA1,cell-cell adhesion,2.0
1346,301,GO:0098641,ANXA1,cadherin binding involved in cell-cell adhesion,2.0
1347,301,GO:1900087,ANXA1,positive regulation of G1/S transition of mitotic cell cycle,2.0
1348,301,GO:1900138,ANXA1,negative regulation of phospholipase A2 activity,2.0
1349,301,GO:1990814,ANXA1,DNA/DNA annealing activity,2.0
1379,322,GO:0000122,APBB1,negative regulation of transcription by RNA polymerase II,2.0
1380,322,GO:0001540,APBB1,amyloid-beta binding,2.0
1384,322,GO:0003682,APBB1,chromatin binding,2.0
1385,322,GO:0005515,APBB1,protein binding,2.0
1386,322,GO:0005634,APBB1,nucleus,2.0
1389,322,GO:0005654,APBB1,nucleoplasm,2.0
1390,322,GO:0005737,APBB1,cytoplasm,2.0
1392,322,GO:0005783,APBB1,endoplasmic reticulum,2.0
1393,322,GO:0005886,APBB1,plasma membrane,2.0
1394,322,GO:0006302,APBB1,double-strand break repair,2.0
1395,322,GO:0006355,APBB1,"regulation of transcription, DNA-templated",2.0
1396,322,GO:0006915,APBB1,apoptotic process,2.0
1397,322,GO:0006974,APBB1,cellular response to DNA damage stimulus,2.0
1398,322,GO:0007050,APBB1,cell cycle arrest,2.0
1399,322,GO:0007165,APBB1,signal transduction,2.0
1400,322,GO:0007409,APBB1,axonogenesis,2.0
1401,322,GO:0008134,APBB1,transcription factor binding,2.0
1403,322,GO:0010039,APBB1,response to iron ion,2.0
1404,322,GO:0010976,APBB1,positive regulation of neuron projection development,2.0
1405,322,GO:0016607,APBB1,nuclear speck,2.0
1406,322,GO:0030027,APBB1,lamellipodium,2.0
1407,322,GO:0030308,APBB1,negative regulation of cell growth,2.0
1408,322,GO:0030426,APBB1,growth cone,2.0
1409,322,GO:0031625,APBB1,ubiquitin protein ligase binding,2.0
1410,322,GO:0032991,APBB1,protein-containing complex,2.0
1411,322,GO:0042393,APBB1,histone binding,2.0
1412,322,GO:0042734,APBB1,presynaptic membrane,2.0
1413,322,GO:0043025,APBB1,neuronal cell body,2.0
1414,322,GO:0043065,APBB1,positive regulation of apoptotic process,2.0
1415,322,GO:0043197,APBB1,dendritic spine,2.0
1416,322,GO:0043967,APBB1,histone H4 acetylation,2.0
1417,322,GO:0044304,APBB1,main axon,2.0
1418,322,GO:0044877,APBB1,protein-containing complex binding,2.0
1419,322,GO:0045202,APBB1,synapse,2.0
1420,322,GO:0045211,APBB1,postsynaptic membrane,2.0
1421,322,GO:0045739,APBB1,positive regulation of DNA repair,2.0
1422,322,GO:0045893,APBB1,"positive regulation of transcription, DNA-templated",2.0
1423,322,GO:0045944,APBB1,positive regulation of transcription by RNA polymerase II,2.0
1424,322,GO:0048156,APBB1,tau protein binding,2.0
1425,322,GO:0048471,APBB1,perinuclear region of cytoplasm,2.0
1426,322,GO:0050714,APBB1,positive regulation of protein secretion,2.0
1427,322,GO:0070064,APBB1,proline-rich region binding,2.0
1428,322,GO:1990761,APBB1,growth cone lamellipodium,2.0
1429,322,GO:1990812,APBB1,growth cone filopodium,2.0
1430,51107,GO:0001656,APH1A,metanephros development,2.0
1431,51107,GO:0004175,APH1A,endopeptidase activity,2.0
1432,51107,GO:0005515,APH1A,protein binding,2.0
1433,51107,GO:0005783,APH1A,endoplasmic reticulum,2.0
1435,51107,GO:0005789,APH1A,endoplasmic reticulum membrane,2.0
1436,51107,GO:0005794,APH1A,Golgi apparatus,2.0
1437,51107,GO:0005886,APH1A,plasma membrane,2.0
1438,51107,GO:0005887,APH1A,integral component of plasma membrane,2.0
1440,51107,GO:0006509,APH1A,membrane protein ectodomain proteolysis,2.0
1441,51107,GO:0007219,APH1A,Notch signaling pathway,2.0
1442,51107,GO:0007220,APH1A,Notch receptor processing,2.0
1445,51107,GO:0010008,APH1A,endosome membrane,2.0
1446,51107,GO:0016020,APH1A,membrane,2.0
1447,51107,GO:0016021,APH1A,integral component of membrane,2.0
1448,51107,GO:0016485,APH1A,protein processing,2.0
1450,51107,GO:0031293,APH1A,membrane protein intracellular domain proteolysis,2.0
1452,51107,GO:0032580,APH1A,Golgi cisterna membrane,2.0
1453,51107,GO:0034205,APH1A,amyloid-beta formation,2.0
1454,51107,GO:0035333,APH1A,"Notch receptor processing, ligand-dependent",2.0
1455,51107,GO:0042982,APH1A,amyloid precursor protein metabolic process,2.0
1456,51107,GO:0042987,APH1A,amyloid precursor protein catabolic process,2.0
1458,51107,GO:0043065,APH1A,positive regulation of apoptotic process,2.0
