,GeneID,GO_ID,gene-symbol,GO_term,gene-score
1116,287,GO:0098907,ANK2,regulation of SA node cell action potential,1.0
1117,287,GO:0098910,ANK2,regulation of atrial cardiac muscle cell action potential,1.0
1118,287,GO:0140031,ANK2,phosphorylation-dependent protein binding,1.0
1119,287,GO:1901018,ANK2,positive regulation of potassium ion transmembrane transporter activity,1.0
1120,287,GO:1901019,ANK2,regulation of calcium ion transmembrane transporter activity,1.0
1121,287,GO:1901021,ANK2,positive regulation of calcium ion transmembrane transporter activity,1.0
1122,287,GO:2001259,ANK2,positive regulation of cation channel activity,1.0
1123,288,GO:0000281,ANK3,mitotic cytokinesis,1.0
1124,288,GO:0005200,ANK3,structural constituent of cytoskeleton,1.0
1125,288,GO:0005515,ANK3,protein binding,1.0
1126,288,GO:0005764,ANK3,lysosome,1.0
1127,288,GO:0005783,ANK3,endoplasmic reticulum,1.0
1128,288,GO:0005794,ANK3,Golgi apparatus,1.0
1129,288,GO:0005829,ANK3,cytosol,1.0
1130,288,GO:0005886,ANK3,plasma membrane,1.0
1131,288,GO:0005886,ANK3,plasma membrane,1.0
1132,288,GO:0005886,ANK3,plasma membrane,1.0
1133,288,GO:0005923,ANK3,bicellular tight junction,1.0
1134,288,GO:0006888,ANK3,endoplasmic reticulum to Golgi vesicle-mediated transport,1.0
1135,288,GO:0007009,ANK3,plasma membrane organization,1.0
1136,288,GO:0007010,ANK3,cytoskeleton organization,1.0
1137,288,GO:0007165,ANK3,signal transduction,1.0
1138,288,GO:0007409,ANK3,axonogenesis,1.0
1139,288,GO:0007528,ANK3,neuromuscular junction development,1.0
1140,288,GO:0008092,ANK3,cytoskeletal protein binding,1.0
1141,288,GO:0008093,ANK3,cytoskeletal anchor activity,1.0
1142,288,GO:0009925,ANK3,basal plasma membrane,1.0
1143,288,GO:0009986,ANK3,cell surface,1.0
1144,288,GO:0010628,ANK3,positive regulation of gene expression,1.0
1145,288,GO:0010650,ANK3,positive regulation of cell communication by electrical coupling,1.0
1146,288,GO:0010765,ANK3,positive regulation of sodium ion transport,1.0
1147,288,GO:0010960,ANK3,magnesium ion homeostasis,1.0
1148,288,GO:0014704,ANK3,intercalated disc,1.0
1149,288,GO:0014731,ANK3,spectrin-associated cytoskeleton,1.0
1150,288,GO:0016323,ANK3,basolateral plasma membrane,1.0
1151,288,GO:0016328,ANK3,lateral plasma membrane,1.0
1152,288,GO:0016529,ANK3,sarcoplasmic reticulum,1.0
1153,288,GO:0019228,ANK3,neuronal action potential,1.0
1154,288,GO:0030018,ANK3,Z disc,1.0
1155,288,GO:0030315,ANK3,T-tubule,1.0
1156,288,GO:0030425,ANK3,dendrite,1.0
1157,288,GO:0030507,ANK3,spectrin binding,1.0
1158,288,GO:0030507,ANK3,spectrin binding,1.0
1159,288,GO:0030674,ANK3,protein-macromolecule adaptor activity,1.0
1160,288,GO:0031594,ANK3,neuromuscular junction,1.0
1161,288,GO:0033268,ANK3,node of Ranvier,1.0
1162,288,GO:0034112,ANK3,positive regulation of homotypic cell-cell adhesion,1.0
1163,288,GO:0042383,ANK3,sarcolemma,1.0
1164,288,GO:0043001,ANK3,Golgi to plasma membrane protein transport,1.0
1165,288,GO:0043005,ANK3,neuron projection,1.0
1166,288,GO:0043005,ANK3,neuron projection,1.0
1167,288,GO:0043034,ANK3,costamere,1.0
1168,288,GO:0043194,ANK3,axon initial segment,1.0
1169,288,GO:0043194,ANK3,axon initial segment,1.0
1170,288,GO:0043266,ANK3,regulation of potassium ion transport,1.0
1171,288,GO:0044325,ANK3,ion channel binding,1.0
1172,288,GO:0044325,ANK3,ion channel binding,1.0
1173,288,GO:0045184,ANK3,establishment of protein localization,1.0
1174,288,GO:0045211,ANK3,postsynaptic membrane,1.0
1175,288,GO:0045296,ANK3,cadherin binding,1.0
1176,288,GO:0045838,ANK3,positive regulation of membrane potential,1.0
1177,288,GO:0071286,ANK3,cellular response to magnesium ion,1.0
1178,288,GO:0071709,ANK3,membrane assembly,1.0
1179,288,GO:0071709,ANK3,membrane assembly,1.0
1180,288,GO:0072659,ANK3,protein localization to plasma membrane,1.0
1181,288,GO:0072659,ANK3,protein localization to plasma membrane,1.0
1182,288,GO:0072659,ANK3,protein localization to plasma membrane,1.0
1183,288,GO:0072659,ANK3,protein localization to plasma membrane,1.0
1184,288,GO:0072660,ANK3,maintenance of protein location in plasma membrane,1.0
1185,288,GO:0090314,ANK3,positive regulation of protein targeting to membrane,1.0
1186,288,GO:0099612,ANK3,protein localization to axon,1.0
1187,288,GO:1900827,ANK3,positive regulation of membrane depolarization during cardiac muscle cell action potential,1.0
1188,288,GO:1902260,ANK3,negative regulation of delayed rectifier potassium channel activity,1.0
1189,288,GO:2000651,ANK3,positive regulation of sodium ion transmembrane transporter activity,1.0
1190,288,GO:2001259,ANK3,positive regulation of cation channel activity,1.0
1195,29123,GO:0001701,ANKRD11,in utero embryonic development,1.0
1196,29123,GO:0001894,ANKRD11,tissue homeostasis,1.0
1197,29123,GO:0005634,ANKRD11,nucleus,1.0
1198,29123,GO:0005634,ANKRD11,nucleus,1.0
1199,29123,GO:0005654,ANKRD11,nucleoplasm,1.0
1200,29123,GO:0005829,ANKRD11,cytosol,1.0
1201,29123,GO:0005886,ANKRD11,plasma membrane,1.0
1202,29123,GO:0009653,ANKRD11,anatomical structure morphogenesis,1.0
1203,29123,GO:0035264,ANKRD11,multicellular organism growth,1.0
1204,29123,GO:0042475,ANKRD11,odontogenesis of dentin-containing tooth,1.0
1205,29123,GO:0048705,ANKRD11,skeletal system morphogenesis,1.0
1206,29123,GO:0060325,ANKRD11,face morphogenesis,1.0
1207,29123,GO:0060348,ANKRD11,bone development,1.0
1523,23229,GO:0005085,ARHGEF9,guanyl-nucleotide exchange factor activity,1.0
1524,23229,GO:0005515,ARHGEF9,protein binding,1.0
1525,23229,GO:0005829,ARHGEF9,cytosol,1.0
1526,23229,GO:0005829,ARHGEF9,cytosol,1.0
1527,23229,GO:0007186,ARHGEF9,G protein-coupled receptor signaling pathway,1.0
1528,23229,GO:0014069,ARHGEF9,postsynaptic density,1.0
1529,23229,GO:0043065,ARHGEF9,positive regulation of apoptotic process,1.0
1530,23229,GO:0051056,ARHGEF9,regulation of small GTPase mediated signal transduction,1.0
1531,57492,GO:0002931,ARID1B,response to ischemia,1.0
1532,57492,GO:0003677,ARID1B,DNA binding,1.0
1533,57492,GO:0003713,ARID1B,transcription coactivator activity,1.0
1534,57492,GO:0005515,ARID1B,protein binding,1.0
1535,57492,GO:0005654,ARID1B,nucleoplasm,1.0
1536,57492,GO:0005654,ARID1B,nucleoplasm,1.0
1537,57492,GO:0005829,ARID1B,cytosol,1.0
1538,57492,GO:0005886,ARID1B,plasma membrane,1.0
1539,57492,GO:0006357,ARID1B,regulation of transcription by RNA polymerase II,1.0
1540,57492,GO:0007270,ARID1B,neuron-neuron synaptic transmission,1.0
1541,57492,GO:0016514,ARID1B,SWI/SNF complex,1.0
1542,57492,GO:0016514,ARID1B,SWI/SNF complex,1.0
1543,57492,GO:0031491,ARID1B,nucleosome binding,1.0
1544,57492,GO:0035060,ARID1B,brahma complex,1.0
1545,57492,GO:0043044,ARID1B,ATP-dependent chromatin remodeling,1.0
1546,57492,GO:0045202,ARID1B,synapse,1.0
1547,57492,GO:0045893,ARID1B,"positive regulation of transcription, DNA-templated",1.0
1548,57492,GO:0048096,ARID1B,chromatin-mediated maintenance of transcription,1.0
1549,57492,GO:0060996,ARID1B,dendritic spine development,1.0
1550,57492,GO:0071565,ARID1B,nBAF complex,1.0
1551,57492,GO:0097026,ARID1B,dendritic cell dendrite assembly,1.0
1552,57492,GO:1904385,ARID1B,cellular response to angiotensin,1.0
1602,170302,GO:0000122,ARX,negative regulation of transcription by RNA polymerase II,1.0
1603,170302,GO:0000785,ARX,chromatin,1.0
1604,170302,GO:0000785,ARX,chromatin,1.0
1605,170302,GO:0000977,ARX,RNA polymerase II transcription regulatory region sequence-specific DNA binding,1.0
1606,170302,GO:0000978,ARX,RNA polymerase II cis-regulatory region sequence-specific DNA binding,1.0
1607,170302,GO:0000981,ARX,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.0
1608,170302,GO:0000981,ARX,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.0
1609,170302,GO:0000981,ARX,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.0
1610,170302,GO:0001227,ARX,"DNA-binding transcription repressor activity, RNA polymerase II-specific",1.0
1611,170302,GO:0003682,ARX,chromatin binding,1.0
1612,170302,GO:0006357,ARX,regulation of transcription by RNA polymerase II,1.0
1613,170302,GO:0007411,ARX,axon guidance,1.0
1614,170302,GO:0010628,ARX,positive regulation of gene expression,1.0
1615,170302,GO:0021759,ARX,globus pallidus development,1.0
1616,170302,GO:0021800,ARX,cerebral cortex tangential migration,1.0
1617,170302,GO:0021831,ARX,embryonic olfactory bulb interneuron precursor migration,1.0
1618,170302,GO:0021846,ARX,cell proliferation in forebrain,1.0
1619,170302,GO:0021853,ARX,cerebral cortex GABAergic interneuron migration,1.0
1620,170302,GO:0042127,ARX,regulation of cell population proliferation,1.0
1621,170302,GO:0044241,ARX,lipid digestion,1.0
1622,170302,GO:0046622,ARX,positive regulation of organ growth,1.0
1623,170302,GO:0048484,ARX,enteric nervous system development,1.0
1624,170302,GO:0072148,ARX,epithelial cell fate commitment,1.0
1625,170302,GO:1990837,ARX,sequence-specific double-stranded DNA binding,1.0
1636,55870,GO:0001501,ASH1L,skeletal system development,1.0
1637,55870,GO:0002674,ASH1L,negative regulation of acute inflammatory response,1.0
1638,55870,GO:0003677,ASH1L,DNA binding,1.0
1639,55870,GO:0003682,ASH1L,chromatin binding,1.0
1640,55870,GO:0005634,ASH1L,nucleus,1.0
1641,55870,GO:0005654,ASH1L,nucleoplasm,1.0
1642,55870,GO:0005654,ASH1L,nucleoplasm,1.0
1643,55870,GO:0005694,ASH1L,chromosome,1.0
1644,55870,GO:0005794,ASH1L,Golgi apparatus,1.0
1645,55870,GO:0005923,ASH1L,bicellular tight junction,1.0
1646,55870,GO:0007338,ASH1L,single fertilization,1.0
1647,55870,GO:0009791,ASH1L,post-embryonic development,1.0
1648,55870,GO:0030317,ASH1L,flagellated sperm motility,1.0
1649,55870,GO:0032635,ASH1L,interleukin-6 production,1.0
1650,55870,GO:0042800,ASH1L,histone methyltransferase activity (H3-K4 specific),1.0
1651,55870,GO:0043124,ASH1L,negative regulation of I-kappaB kinase/NF-kappaB signaling,1.0
1652,55870,GO:0043409,ASH1L,negative regulation of MAPK cascade,1.0
1653,55870,GO:0045944,ASH1L,positive regulation of transcription by RNA polymerase II,1.0
1654,55870,GO:0046697,ASH1L,decidualization,1.0
1655,55870,GO:0046872,ASH1L,metal ion binding,1.0
1656,55870,GO:0046974,ASH1L,histone methyltransferase activity (H3-K9 specific),1.0
1657,55870,GO:0046975,ASH1L,histone methyltransferase activity (H3-K36 specific),1.0
1658,55870,GO:0051567,ASH1L,histone H3-K9 methylation,1.0
1659,55870,GO:0051568,ASH1L,histone H3-K4 methylation,1.0
1660,55870,GO:0061038,ASH1L,uterus morphogenesis,1.0
1661,55870,GO:0097676,ASH1L,histone H3-K36 dimethylation,1.0
1662,55870,GO:1903699,ASH1L,tarsal gland development,1.0
1663,55870,GO:1903709,ASH1L,uterine gland development,1.0
1855,1175,GO:0005515,AP2S1,protein binding,1.0
1856,1175,GO:0005829,AP2S1,cytosol,1.0
1857,1175,GO:0005886,AP2S1,plasma membrane,1.0
1858,1175,GO:0006886,AP2S1,intracellular protein transport,1.0
1859,1175,GO:0016192,AP2S1,vesicle-mediated transport,1.0
1860,1175,GO:0019886,AP2S1,antigen processing and presentation of exogenous peptide antigen via MHC class II,1.0
1861,1175,GO:0030100,AP2S1,regulation of endocytosis,1.0
1862,1175,GO:0030122,AP2S1,AP-2 adaptor complex,1.0
1863,1175,GO:0030666,AP2S1,endocytic vesicle membrane,1.0
1864,1175,GO:0030669,AP2S1,clathrin-coated endocytic vesicle membrane,1.0
1865,1175,GO:0032802,AP2S1,low-density lipoprotein particle receptor catabolic process,1.0
1866,1175,GO:0034383,AP2S1,low-density lipoprotein particle clearance,1.0
1867,1175,GO:0035615,AP2S1,clathrin adaptor activity,1.0
1868,1175,GO:0036020,AP2S1,endolysosome membrane,1.0
1869,1175,GO:0043231,AP2S1,intracellular membrane-bounded organelle,1.0
1870,1175,GO:0045334,AP2S1,clathrin-coated endocytic vesicle,1.0
1871,1175,GO:0048013,AP2S1,ephrin receptor signaling pathway,1.0
1872,1175,GO:0048268,AP2S1,clathrin coat assembly,1.0
1873,1175,GO:0050690,AP2S1,regulation of defense response to virus by virus,1.0
1874,1175,GO:0060071,AP2S1,"Wnt signaling pathway, planar cell polarity pathway",1.0
1875,1175,GO:0061024,AP2S1,membrane organization,1.0
1876,1175,GO:0072583,AP2S1,clathrin-dependent endocytosis,1.0
1877,80816,GO:0003677,ASXL3,DNA binding,1.0
1878,80816,GO:0003682,ASXL3,chromatin binding,1.0
1879,80816,GO:0006351,ASXL3,"transcription, DNA-templated",1.0
1880,80816,GO:0009887,ASXL3,animal organ morphogenesis,1.0
1881,80816,GO:0035517,ASXL3,PR-DUB complex,1.0
1882,80816,GO:0042975,ASXL3,peroxisome proliferator activated receptor binding,1.0
1883,80816,GO:0045944,ASXL3,positive regulation of transcription by RNA polymerase II,1.0
1884,80816,GO:0046872,ASXL3,metal ion binding,1.0
1885,80816,GO:0051055,ASXL3,negative regulation of lipid biosynthetic process,1.0
2188,546,GO:0000212,ATRX,meiotic spindle organization,1.0
2189,546,GO:0000779,ATRX,"condensed chromosome, centromeric region",1.0
2190,546,GO:0000781,ATRX,"chromosome, telomeric region",1.0
2191,546,GO:0000781,ATRX,"chromosome, telomeric region",1.0
2192,546,GO:0000792,ATRX,heterochromatin,1.0
2193,546,GO:0003677,ATRX,DNA binding,1.0
2194,546,GO:0003678,ATRX,DNA helicase activity,1.0
2195,546,GO:0003682,ATRX,chromatin binding,1.0
2196,546,GO:0005515,ATRX,protein binding,1.0
2197,546,GO:0005524,ATRX,ATP binding,1.0
2198,546,GO:0005634,ATRX,nucleus,1.0
2199,546,GO:0005654,ATRX,nucleoplasm,1.0
2200,546,GO:0005721,ATRX,pericentric heterochromatin,1.0
2201,546,GO:0005721,ATRX,pericentric heterochromatin,1.0
2202,546,GO:0006281,ATRX,DNA repair,1.0
2203,546,GO:0006306,ATRX,DNA methylation,1.0
2204,546,GO:0006334,ATRX,nucleosome assembly,1.0
2205,546,GO:0006336,ATRX,DNA replication-independent nucleosome assembly,1.0
2206,546,GO:0006338,ATRX,chromatin remodeling,1.0
2207,546,GO:0006355,ATRX,"regulation of transcription, DNA-templated",1.0
2208,546,GO:0007283,ATRX,spermatogenesis,1.0
2209,546,GO:0010571,ATRX,positive regulation of nuclear cell cycle DNA replication,1.0
2210,546,GO:0015616,ATRX,DNA translocase activity,1.0
2211,546,GO:0016604,ATRX,nuclear body,1.0
2212,546,GO:0016605,ATRX,PML body,1.0
2213,546,GO:0030330,ATRX,"DNA damage response, signal transduction by p53 class mediator",1.0
2214,546,GO:0030900,ATRX,forebrain development,1.0
2215,546,GO:0031297,ATRX,replication fork processing,1.0
2216,546,GO:0032206,ATRX,positive regulation of telomere maintenance,1.0
2217,546,GO:0032508,ATRX,DNA duplex unwinding,1.0
2218,546,GO:0035064,ATRX,methylated histone binding,1.0
2219,546,GO:0035128,ATRX,post-embryonic forelimb morphogenesis,1.0
2220,546,GO:0035264,ATRX,multicellular organism growth,1.0
2221,546,GO:0042393,ATRX,histone binding,1.0
2222,546,GO:0045944,ATRX,positive regulation of transcription by RNA polymerase II,1.0
2223,546,GO:0046872,ATRX,metal ion binding,1.0
2224,546,GO:0060009,ATRX,Sertoli cell development,1.0
2225,546,GO:0070087,ATRX,chromo shadow domain binding,1.0
2226,546,GO:0070192,ATRX,chromosome organization involved in meiotic cell cycle,1.0
2227,546,GO:0070198,ATRX,"protein localization to chromosome, telomeric region",1.0
2228,546,GO:0072520,ATRX,seminiferous tubule development,1.0
2229,546,GO:0072711,ATRX,cellular response to hydroxyurea,1.0
2230,546,GO:0099115,ATRX,"chromosome, subtelomeric region",1.0
2231,546,GO:1900112,ATRX,regulation of histone H3-K9 trimethylation,1.0
2232,546,GO:1901581,ATRX,negative regulation of telomeric RNA transcription from RNA pol II promoter,1.0
2233,546,GO:1901582,ATRX,positive regulation of telomeric RNA transcription from RNA pol II promoter,1.0
2234,546,GO:1904908,ATRX,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric",1.0
2235,26053,GO:0001764,AUTS2,neuron migration,1.0
2236,26053,GO:0003682,AUTS2,chromatin binding,1.0
2237,26053,GO:0005515,AUTS2,protein binding,1.0
2238,26053,GO:0005575,AUTS2,cellular_component,1.0
2239,26053,GO:0005634,AUTS2,nucleus,1.0
2240,26053,GO:0005737,AUTS2,cytoplasm,1.0
2241,26053,GO:0010592,AUTS2,positive regulation of lamellipodium assembly,1.0
2242,26053,GO:0015629,AUTS2,actin cytoskeleton,1.0
2243,26053,GO:0030426,AUTS2,growth cone,1.0
2244,26053,GO:0031532,AUTS2,actin cytoskeleton reorganization,1.0
2245,26053,GO:0035022,AUTS2,positive regulation of Rac protein signal transduction,1.0
2246,26053,GO:0045944,AUTS2,positive regulation of transcription by RNA polymerase II,1.0
2247,26053,GO:0048675,AUTS2,axon extension,1.0
