,GeneID,GO_ID,gene-symbol,GO_term,gene-score
35,18,GO:0051536,ABAT,iron-sulfur cluster binding,3.0
36,18,GO:0070474,ABAT,positive regulation of uterine smooth muscle contraction,3.0
37,18,GO:0090331,ABAT,negative regulation of platelet aggregation,3.0
38,18,GO:0097151,ABAT,positive regulation of inhibitory postsynaptic potential,3.0
39,18,GO:1902722,ABAT,positive regulation of prolactin secretion,3.0
40,18,GO:1904450,ABAT,positive regulation of aspartate secretion,3.0
41,10349,GO:0005319,ABCA10,lipid transporter activity,3.0
42,10349,GO:0005524,ABCA10,ATP binding,3.0
43,10349,GO:0006869,ABCA10,lipid transport,3.0
44,10349,GO:0016021,ABCA10,integral component of membrane,3.0
45,10349,GO:0016887,ABCA10,ATPase activity,3.0
46,10349,GO:0042626,ABCA10,ATPase-coupled transmembrane transporter activity,3.0
47,10349,GO:0043231,ABCA10,intracellular membrane-bounded organelle,3.0
48,10349,GO:0055085,ABCA10,transmembrane transport,3.0
49,154664,GO:0005319,ABCA13,lipid transporter activity,3.0
50,154664,GO:0005524,ABCA13,ATP binding,3.0
51,154664,GO:0005886,ABCA13,plasma membrane,3.0
52,154664,GO:0006869,ABCA13,lipid transport,3.0
53,154664,GO:0016021,ABCA13,integral component of membrane,3.0
54,154664,GO:0030667,ABCA13,secretory granule membrane,3.0
55,154664,GO:0035577,ABCA13,azurophil granule membrane,3.0
56,154664,GO:0042626,ABCA13,ATPase-coupled transmembrane transporter activity,3.0
57,154664,GO:0043231,ABCA13,intracellular membrane-bounded organelle,3.0
58,154664,GO:0043312,ABCA13,neutrophil degranulation,3.0
59,154664,GO:0055085,ABCA13,transmembrane transport,3.0
60,10347,GO:0000139,ABCA7,Golgi membrane,3.0
61,10347,GO:0001891,ABCA7,phagocytic cup,3.0
62,10347,GO:0005319,ABCA7,lipid transporter activity,3.0
63,10347,GO:0005524,ABCA7,ATP binding,3.0
64,10347,GO:0005548,ABCA7,phospholipid transporter activity,3.0
65,10347,GO:0005783,ABCA7,endoplasmic reticulum,3.0
66,10347,GO:0005794,ABCA7,Golgi apparatus,3.0
67,10347,GO:0005886,ABCA7,plasma membrane,3.0
69,10347,GO:0006869,ABCA7,lipid transport,3.0
70,10347,GO:0006909,ABCA7,phagocytosis,3.0
71,10347,GO:0007613,ABCA7,memory,3.0
72,10347,GO:0008542,ABCA7,visual learning,3.0
73,10347,GO:0009986,ABCA7,cell surface,3.0
74,10347,GO:0010875,ABCA7,positive regulation of cholesterol efflux,3.0
75,10347,GO:0016021,ABCA7,integral component of membrane,3.0
76,10347,GO:0016887,ABCA7,ATPase activity,3.0
77,10347,GO:0018149,ABCA7,peptide cross-linking,3.0
78,10347,GO:0019216,ABCA7,regulation of lipid metabolic process,3.0
79,10347,GO:0030054,ABCA7,cell junction,3.0
80,10347,GO:0031901,ABCA7,early endosome membrane,3.0
81,10347,GO:0032587,ABCA7,ruffle membrane,3.0
82,10347,GO:0033344,ABCA7,cholesterol efflux,3.0
84,10347,GO:0033700,ABCA7,phospholipid efflux,3.0
87,10347,GO:0034188,ABCA7,apolipoprotein A-I receptor activity,3.0
89,10347,GO:0034205,ABCA7,amyloid-beta formation,3.0
90,10347,GO:0034380,ABCA7,high-density lipoprotein particle assembly,3.0
91,10347,GO:0034504,ABCA7,protein localization to nucleus,3.0
92,10347,GO:0038027,ABCA7,apolipoprotein A-I-mediated signaling pathway,3.0
93,10347,GO:0042626,ABCA7,ATPase-coupled transmembrane transporter activity,3.0
94,10347,GO:0042985,ABCA7,negative regulation of amyloid precursor protein biosynthetic process,3.0
95,10347,GO:0043231,ABCA7,intracellular membrane-bounded organelle,3.0
96,10347,GO:0043409,ABCA7,negative regulation of MAPK cascade,3.0
97,10347,GO:0044857,ABCA7,plasma membrane raft organization,3.0
98,10347,GO:0045332,ABCA7,phospholipid translocation,3.0
99,10347,GO:0045806,ABCA7,negative regulation of endocytosis,3.0
100,10347,GO:0050766,ABCA7,positive regulation of phagocytosis,3.0
101,10347,GO:0055085,ABCA7,transmembrane transport,3.0
102,10347,GO:0070374,ABCA7,positive regulation of ERK1 and ERK2 cascade,3.0
103,10347,GO:0090554,ABCA7,phosphatidylcholine floppase activity,3.0
105,10347,GO:0090556,ABCA7,phosphatidylserine floppase activity,3.0
107,10347,GO:0097386,ABCA7,glial cell projection,3.0
108,10347,GO:0140328,ABCA7,floppase activity,3.0
109,10347,GO:0150094,ABCA7,amyloid-beta clearance by cellular catabolic process,3.0
110,10347,GO:1900223,ABCA7,positive regulation of amyloid-beta clearance,3.0
111,10347,GO:1901076,ABCA7,positive regulation of engulfment of apoptotic cell,3.0
112,10347,GO:1902430,ABCA7,negative regulation of amyloid-beta formation,3.0
113,10347,GO:1902991,ABCA7,regulation of amyloid precursor protein catabolic process,3.0
114,10347,GO:1902995,ABCA7,positive regulation of phospholipid efflux,3.0
115,10347,GO:1903898,ABCA7,negative regulation of PERK-mediated unfolded protein response,3.0
116,10347,GO:2000010,ABCA7,positive regulation of protein localization to cell surface,3.0
117,1636,GO:0001822,ACE,kidney development,3.0
118,1636,GO:0001974,ACE,blood vessel remodeling,3.0
119,1636,GO:0002003,ACE,angiotensin maturation,3.0
121,1636,GO:0002019,ACE,regulation of renal output by angiotensin,3.0
122,1636,GO:0002446,ACE,neutrophil mediated immunity,3.0
123,1636,GO:0002474,ACE,antigen processing and presentation of peptide antigen via MHC class I,3.0
124,1636,GO:0003081,ACE,regulation of systemic arterial blood pressure by renin-angiotensin,3.0
127,1636,GO:0003084,ACE,positive regulation of systemic arterial blood pressure,3.0
128,1636,GO:0004175,ACE,endopeptidase activity,3.0
129,1636,GO:0004180,ACE,carboxypeptidase activity,3.0
130,1636,GO:0005576,ACE,extracellular region,3.0
131,1636,GO:0005615,ACE,extracellular space,3.0
133,1636,GO:0005764,ACE,lysosome,3.0
134,1636,GO:0005768,ACE,endosome,3.0
135,1636,GO:0005886,ACE,plasma membrane,3.0
138,1636,GO:0006508,ACE,proteolysis,3.0
139,1636,GO:0007283,ACE,spermatogenesis,3.0
140,1636,GO:0008144,ACE,drug binding,3.0
141,1636,GO:0008217,ACE,regulation of blood pressure,3.0
142,1636,GO:0008237,ACE,metallopeptidase activity,3.0
146,1636,GO:0008238,ACE,exopeptidase activity,3.0
147,1636,GO:0008240,ACE,tripeptidyl-peptidase activity,3.0
148,1636,GO:0008241,ACE,peptidyl-dipeptidase activity,3.0
152,1636,GO:0008270,ACE,zinc ion binding,3.0
153,1636,GO:0009897,ACE,external side of plasma membrane,3.0
154,1636,GO:0010608,ACE,posttranscriptional regulation of gene expression,3.0
155,1636,GO:0010629,ACE,negative regulation of gene expression,3.0
156,1636,GO:0014910,ACE,regulation of smooth muscle cell migration,3.0
157,1636,GO:0016021,ACE,integral component of membrane,3.0
158,1636,GO:0019229,ACE,regulation of vasoconstriction,3.0
159,1636,GO:0031404,ACE,chloride ion binding,3.0
160,1636,GO:0031434,ACE,mitogen-activated protein kinase kinase binding,3.0
161,1636,GO:0031711,ACE,bradykinin receptor binding,3.0
162,1636,GO:0032091,ACE,negative regulation of protein binding,3.0
163,1636,GO:0032092,ACE,positive regulation of protein binding,3.0
164,1636,GO:0032943,ACE,mononuclear cell proliferation,3.0
165,1636,GO:0042447,ACE,hormone catabolic process,3.0
167,1636,GO:0043171,ACE,peptide catabolic process,3.0
168,1636,GO:0050435,ACE,amyloid-beta metabolic process,3.0
169,1636,GO:0050482,ACE,arachidonic acid secretion,3.0
170,1636,GO:0051019,ACE,mitogen-activated protein kinase binding,3.0
171,1636,GO:0060047,ACE,heart contraction,3.0
172,1636,GO:0060177,ACE,regulation of angiotensin metabolic process,3.0
173,1636,GO:0060218,ACE,hematopoietic stem cell differentiation,3.0
174,1636,GO:0061098,ACE,positive regulation of protein tyrosine kinase activity,3.0
175,1636,GO:0070062,ACE,extracellular exosome,3.0
177,1636,GO:0070573,ACE,metallodipeptidase activity,3.0
178,1636,GO:0071838,ACE,cell proliferation in bone marrow,3.0
179,1636,GO:0097746,ACE,blood vessel diameter maintenance,3.0
180,1636,GO:1900086,ACE,positive regulation of peptidyl-tyrosine autophosphorylation,3.0
181,1636,GO:1902033,ACE,regulation of hematopoietic stem cell proliferation,3.0
183,1636,GO:1903597,ACE,negative regulation of gap junction assembly,3.0
184,1636,GO:2000170,ACE,positive regulation of peptidyl-cysteine S-nitrosylation,3.0
335,81,GO:0000977,ACTN4,RNA polymerase II transcription regulatory region sequence-specific DNA binding,3.0
336,81,GO:0001666,ACTN4,response to hypoxia,3.0
337,81,GO:0001725,ACTN4,stress fiber,3.0
338,81,GO:0001882,ACTN4,nucleoside binding,3.0
339,81,GO:0002576,ACTN4,platelet degranulation,3.0
340,81,GO:0003713,ACTN4,transcription coactivator activity,3.0
341,81,GO:0003723,ACTN4,RNA binding,3.0
342,81,GO:0003779,ACTN4,actin binding,3.0
343,81,GO:0005178,ACTN4,integrin binding,3.0
344,81,GO:0005509,ACTN4,calcium ion binding,3.0
345,81,GO:0005515,ACTN4,protein binding,3.0
346,81,GO:0005576,ACTN4,extracellular region,3.0
347,81,GO:0005615,ACTN4,extracellular space,3.0
348,81,GO:0005634,ACTN4,nucleus,3.0
349,81,GO:0005737,ACTN4,cytoplasm,3.0
351,81,GO:0005829,ACTN4,cytosol,3.0
352,81,GO:0005903,ACTN4,brush border,3.0
353,81,GO:0005911,ACTN4,cell-cell junction,3.0
354,81,GO:0005925,ACTN4,focal adhesion,3.0
355,81,GO:0015031,ACTN4,protein transport,3.0
356,81,GO:0015629,ACTN4,actin cytoskeleton,3.0
357,81,GO:0016604,ACTN4,nuclear body,3.0
358,81,GO:0030018,ACTN4,Z disc,3.0
359,81,GO:0030050,ACTN4,vesicle transport along actin filament,3.0
360,81,GO:0030335,ACTN4,positive regulation of cell migration,3.0
361,81,GO:0030374,ACTN4,nuclear receptor coactivator activity,3.0
362,81,GO:0030863,ACTN4,cortical cytoskeleton,3.0
363,81,GO:0031093,ACTN4,platelet alpha granule lumen,3.0
364,81,GO:0031143,ACTN4,pseudopodium,3.0
365,81,GO:0031490,ACTN4,chromatin DNA binding,3.0
366,81,GO:0032417,ACTN4,positive regulation of sodium:proton antiporter activity,3.0
367,81,GO:0032991,ACTN4,protein-containing complex,3.0
368,81,GO:0033209,ACTN4,tumor necrosis factor-mediated signaling pathway,3.0
369,81,GO:0035257,ACTN4,nuclear hormone receptor binding,3.0
370,81,GO:0035357,ACTN4,peroxisome proliferator activated receptor signaling pathway,3.0
371,81,GO:0042803,ACTN4,protein homodimerization activity,3.0
372,81,GO:0042974,ACTN4,retinoic acid receptor binding,3.0
373,81,GO:0042981,ACTN4,regulation of apoptotic process,3.0
374,81,GO:0043005,ACTN4,neuron projection,3.0
375,81,GO:0044325,ACTN4,ion channel binding,3.0
376,81,GO:0047485,ACTN4,protein N-terminus binding,3.0
377,81,GO:0048384,ACTN4,retinoic acid receptor signaling pathway,3.0
378,81,GO:0048471,ACTN4,perinuclear region of cytoplasm,3.0
379,81,GO:0048549,ACTN4,positive regulation of pinocytosis,3.0
380,81,GO:0051015,ACTN4,actin filament binding,3.0
382,81,GO:0051017,ACTN4,actin filament bundle assembly,3.0
383,81,GO:0051271,ACTN4,negative regulation of cellular component movement,3.0
384,81,GO:0051272,ACTN4,positive regulation of cellular component movement,3.0
386,81,GO:0070062,ACTN4,extracellular exosome,3.0
387,81,GO:0070830,ACTN4,bicellular tight junction assembly,3.0
388,81,GO:1900025,ACTN4,negative regulation of substrate adhesion-dependent cell spreading,3.0
389,81,GO:1901224,ACTN4,positive regulation of NIK/NF-kappaB signaling,3.0
390,81,GO:1902396,ACTN4,protein localization to bicellular tight junction,3.0
391,81,GO:1903506,ACTN4,regulation of nucleic acid-templated transcription,3.0
392,81,GO:1903508,ACTN4,positive regulation of nucleic acid-templated transcription,3.0
393,81,GO:1990904,ACTN4,ribonucleoprotein complex,3.0
504,111,GO:0001973,ADCY5,G protein-coupled adenosine receptor signaling pathway,3.0
505,111,GO:0003091,ADCY5,renal water homeostasis,3.0
506,111,GO:0004016,ADCY5,adenylate cyclase activity,3.0
509,111,GO:0005524,ADCY5,ATP binding,3.0
510,111,GO:0005886,ADCY5,plasma membrane,3.0
512,111,GO:0005887,ADCY5,integral component of plasma membrane,3.0
513,111,GO:0005929,ADCY5,cilium,3.0
514,111,GO:0006171,ADCY5,cAMP biosynthetic process,3.0
517,111,GO:0007186,ADCY5,G protein-coupled receptor signaling pathway,3.0
518,111,GO:0007189,ADCY5,adenylate cyclase-activating G protein-coupled receptor signaling pathway,3.0
521,111,GO:0007190,ADCY5,activation of adenylate cyclase activity,3.0
522,111,GO:0007191,ADCY5,adenylate cyclase-activating dopamine receptor signaling pathway,3.0
523,111,GO:0007193,ADCY5,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,3.0
525,111,GO:0007195,ADCY5,adenylate cyclase-inhibiting dopamine receptor signaling pathway,3.0
526,111,GO:0007204,ADCY5,positive regulation of cytosolic calcium ion concentration,3.0
527,111,GO:0007626,ADCY5,locomotory behavior,3.0
528,111,GO:0008179,ADCY5,adenylate cyclase binding,3.0
529,111,GO:0016021,ADCY5,integral component of membrane,3.0
530,111,GO:0034199,ADCY5,activation of protein kinase A activity,3.0
531,111,GO:0045111,ADCY5,intermediate filament cytoskeleton,3.0
532,111,GO:0046872,ADCY5,metal ion binding,3.0
533,111,GO:0050885,ADCY5,neuromuscular process controlling balance,3.0
534,111,GO:0061178,ADCY5,regulation of insulin secretion involved in cellular response to glucose stimulus,3.0
535,111,GO:0071377,ADCY5,cellular response to glucagon stimulus,3.0
536,111,GO:0097110,ADCY5,scaffold protein binding,3.0
537,111,GO:1904322,ADCY5,cellular response to forskolin,3.0
538,132,GO:0003723,ADK,RNA binding,3.0
539,132,GO:0004001,ADK,adenosine kinase activity,3.0
540,132,GO:0005524,ADK,ATP binding,3.0
541,132,GO:0005634,ADK,nucleus,3.0
542,132,GO:0005654,ADK,nucleoplasm,3.0
543,132,GO:0005829,ADK,cytosol,3.0
546,132,GO:0006166,ADK,purine ribonucleoside salvage,3.0
547,132,GO:0006175,ADK,dATP biosynthetic process,3.0
548,132,GO:0009156,ADK,ribonucleoside monophosphate biosynthetic process,3.0
549,132,GO:0016310,ADK,phosphorylation,3.0
550,132,GO:0043101,ADK,purine-containing compound salvage,3.0
551,132,GO:0044209,ADK,AMP salvage,3.0
552,132,GO:0046872,ADK,metal ion binding,3.0
585,140,GO:0001609,ADORA3,G protein-coupled adenosine receptor activity,3.0
586,140,GO:0001973,ADORA3,G protein-coupled adenosine receptor signaling pathway,3.0
587,140,GO:0005886,ADORA3,plasma membrane,3.0
588,140,GO:0005887,ADORA3,integral component of plasma membrane,3.0
589,140,GO:0006954,ADORA3,inflammatory response,3.0
590,140,GO:0007165,ADORA3,signal transduction,3.0
591,140,GO:0007186,ADORA3,G protein-coupled receptor signaling pathway,3.0
592,140,GO:0007190,ADORA3,activation of adenylate cyclase activity,3.0
593,140,GO:0008016,ADORA3,regulation of heart contraction,3.0
594,140,GO:0008285,ADORA3,negative regulation of cell population proliferation,3.0
595,140,GO:0009611,ADORA3,response to wounding,3.0
596,140,GO:0030336,ADORA3,negative regulation of cell migration,3.0
597,140,GO:0032088,ADORA3,negative regulation of NF-kappaB transcription factor activity,3.0
632,116987,GO:0003924,AGAP1,GTPase activity,3.0
633,116987,GO:0005096,AGAP1,GTPase activator activity,3.0
634,116987,GO:0005515,AGAP1,protein binding,3.0
635,116987,GO:0005525,AGAP1,GTP binding,3.0
636,116987,GO:0005543,AGAP1,phospholipid binding,3.0
637,116987,GO:0005634,AGAP1,nucleus,3.0
638,116987,GO:0005737,AGAP1,cytoplasm,3.0
639,116987,GO:0015031,AGAP1,protein transport,3.0
640,116987,GO:0043547,AGAP1,positive regulation of GTPase activity,3.0
641,116987,GO:0046872,AGAP1,metal ion binding,3.0
673,159,GO:0000287,ADSS2,magnesium ion binding,3.0
674,159,GO:0002376,ADSS2,immune system process,3.0
675,159,GO:0004019,ADSS2,adenylosuccinate synthase activity,3.0
678,159,GO:0005515,ADSS2,protein binding,3.0
679,159,GO:0005525,ADSS2,GTP binding,3.0
680,159,GO:0005737,ADSS2,cytoplasm,3.0
681,159,GO:0005739,ADSS2,mitochondrion,3.0
682,159,GO:0005829,ADSS2,cytosol,3.0
684,159,GO:0005886,ADSS2,plasma membrane,3.0
685,159,GO:0006167,ADSS2,AMP biosynthetic process,3.0
687,159,GO:0006531,ADSS2,aspartate metabolic process,3.0
688,159,GO:0009168,ADSS2,purine ribonucleoside monophosphate biosynthetic process,3.0
689,159,GO:0014074,ADSS2,response to purine-containing compound,3.0
690,159,GO:0042301,ADSS2,phosphate ion binding,3.0
691,159,GO:0044208,ADSS2,'de novo' AMP biosynthetic process,3.0
693,159,GO:0046040,ADSS2,IMP metabolic process,3.0
694,159,GO:0060359,ADSS2,response to ammonium ion,3.0
695,159,GO:0070062,ADSS2,extracellular exosome,3.0
696,159,GO:0071257,ADSS2,cellular response to electrical stimulus,3.0
697,84871,GO:0004181,AGBL4,metallocarboxypeptidase activity,3.0
698,84871,GO:0005794,AGBL4,Golgi apparatus,3.0
699,84871,GO:0005814,AGBL4,centriole,3.0
700,84871,GO:0005829,AGBL4,cytosol,3.0
701,84871,GO:0006508,AGBL4,proteolysis,3.0
702,84871,GO:0008270,AGBL4,zinc ion binding,3.0
703,84871,GO:0008285,AGBL4,negative regulation of cell population proliferation,3.0
704,84871,GO:0015631,AGBL4,tubulin binding,3.0
705,84871,GO:0021954,AGBL4,central nervous system neuron development,3.0
706,84871,GO:0035608,AGBL4,protein deglutamylation,3.0
707,84871,GO:0035609,AGBL4,C-terminal protein deglutamylation,3.0
708,84871,GO:0035610,AGBL4,protein side chain deglutamylation,3.0
709,84871,GO:0036064,AGBL4,ciliary basal body,3.0
710,84871,GO:0051607,AGBL4,defense response to virus,3.0
711,84871,GO:0098957,AGBL4,anterograde axonal transport of mitochondrion,3.0
712,84871,GO:0098958,AGBL4,retrograde axonal transport of mitochondrion,3.0
713,84871,GO:0120222,AGBL4,regulation of blastocyst development,3.0
714,84871,GO:1904115,AGBL4,axon cytoplasm,3.0
715,84871,GO:2000060,AGBL4,positive regulation of ubiquitin-dependent protein catabolic process,3.0
716,392636,GO:0005506,AGMO,iron ion binding,3.0
717,392636,GO:0005515,AGMO,protein binding,3.0
718,392636,GO:0005783,AGMO,endoplasmic reticulum,3.0
720,392636,GO:0005789,AGMO,endoplasmic reticulum membrane,3.0
721,392636,GO:0006643,AGMO,membrane lipid metabolic process,3.0
723,392636,GO:0016021,AGMO,integral component of membrane,3.0
724,392636,GO:0019432,AGMO,triglyceride biosynthetic process,3.0
725,392636,GO:0046485,AGMO,ether lipid metabolic process,3.0
726,392636,GO:0050479,AGMO,glyceryl-ether monooxygenase activity,3.0
729,392636,GO:0055114,AGMO,oxidation-reduction process,3.0
769,192669,GO:0000794,AGO3,condensed nuclear chromosome,3.0
770,192669,GO:0000932,AGO3,P-body,3.0
771,192669,GO:0003723,AGO3,RNA binding,3.0
772,192669,GO:0003725,AGO3,double-stranded RNA binding,3.0
773,192669,GO:0003727,AGO3,single-stranded RNA binding,3.0
774,192669,GO:0004521,AGO3,endoribonuclease activity,3.0
775,192669,GO:0005515,AGO3,protein binding,3.0
776,192669,GO:0005654,AGO3,nucleoplasm,3.0
777,192669,GO:0005737,AGO3,cytoplasm,3.0
778,192669,GO:0005829,AGO3,cytosol,3.0
779,192669,GO:0006402,AGO3,mRNA catabolic process,3.0
780,192669,GO:0007223,AGO3,"Wnt signaling pathway, calcium modulating pathway",3.0
781,192669,GO:0010501,AGO3,RNA secondary structure unwinding,3.0
783,192669,GO:0010628,AGO3,positive regulation of gene expression,3.0
784,192669,GO:0010629,AGO3,negative regulation of gene expression,3.0
785,192669,GO:0016020,AGO3,membrane,3.0
786,192669,GO:0016442,AGO3,RISC complex,3.0
787,192669,GO:0031054,AGO3,pre-miRNA processing,3.0
788,192669,GO:0035194,AGO3,post-transcriptional gene silencing by RNA,3.0
789,192669,GO:0035196,AGO3,production of miRNAs involved in gene silencing by miRNA,3.0
790,192669,GO:0035198,AGO3,miRNA binding,3.0
791,192669,GO:0035278,AGO3,miRNA mediated inhibition of translation,3.0
792,192669,GO:0035279,AGO3,mRNA cleavage involved in gene silencing by miRNA,3.0
793,192669,GO:0035280,AGO3,miRNA loading onto RISC involved in gene silencing by miRNA,3.0
794,192669,GO:0036464,AGO3,cytoplasmic ribonucleoprotein granule,3.0
795,192669,GO:0045652,AGO3,regulation of megakaryocyte differentiation,3.0
796,192669,GO:0046872,AGO3,metal ion binding,3.0
797,192669,GO:0070578,AGO3,RISC-loading complex,3.0
798,192669,GO:0072091,AGO3,regulation of stem cell proliferation,3.0
799,192669,GO:0090502,AGO3,"RNA phosphodiester bond hydrolysis, endonucleolytic",3.0
800,192669,GO:0090624,AGO3,"endoribonuclease activity, cleaving miRNA-paired mRNA",3.0
801,192669,GO:0090625,AGO3,mRNA cleavage involved in gene silencing by siRNA,3.0
802,192669,GO:1901224,AGO3,positive regulation of NIK/NF-kappaB signaling,3.0
834,186,GO:0001819,AGTR2,positive regulation of cytokine production,3.0
835,186,GO:0001974,AGTR2,blood vessel remodeling,3.0
836,186,GO:0001991,AGTR2,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,3.0
837,186,GO:0002018,AGTR2,renin-angiotensin regulation of aldosterone production,3.0
838,186,GO:0002033,AGTR2,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure,3.0
839,186,GO:0002035,AGTR2,brain renin-angiotensin system,3.0
840,186,GO:0004930,AGTR2,G protein-coupled receptor activity,3.0
841,186,GO:0004945,AGTR2,angiotensin type II receptor activity,3.0
843,186,GO:0005515,AGTR2,protein binding,3.0
844,186,GO:0005886,AGTR2,plasma membrane,3.0
846,186,GO:0005887,AGTR2,integral component of plasma membrane,3.0
847,186,GO:0006883,AGTR2,cellular sodium ion homeostasis,3.0
848,186,GO:0006954,AGTR2,inflammatory response,3.0
849,186,GO:0007166,AGTR2,cell surface receptor signaling pathway,3.0
850,186,GO:0007186,AGTR2,G protein-coupled receptor signaling pathway,3.0
853,186,GO:0007199,AGTR2,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger,3.0
854,186,GO:0007263,AGTR2,nitric oxide mediated signal transduction,3.0
856,186,GO:0007420,AGTR2,brain development,3.0
857,186,GO:0008134,AGTR2,transcription factor binding,3.0
858,186,GO:0008217,AGTR2,regulation of blood pressure,3.0
859,186,GO:0008284,AGTR2,positive regulation of cell population proliferation,3.0
860,186,GO:0010459,AGTR2,negative regulation of heart rate,3.0
861,186,GO:0010700,AGTR2,negative regulation of norepinephrine secretion,3.0
862,186,GO:0021695,AGTR2,cerebellar cortex development,3.0
863,186,GO:0030308,AGTR2,negative regulation of cell growth,3.0
864,186,GO:0032304,AGTR2,negative regulation of icosanoid secretion,3.0
865,186,GO:0032516,AGTR2,positive regulation of phosphoprotein phosphatase activity,3.0
866,186,GO:0035556,AGTR2,intracellular signal transduction,3.0
867,186,GO:0035566,AGTR2,regulation of metanephros size,3.0
868,186,GO:0035640,AGTR2,exploration behavior,3.0
869,186,GO:0035815,AGTR2,positive regulation of renal sodium excretion,3.0
870,186,GO:0035932,AGTR2,aldosterone secretion,3.0
871,186,GO:0038166,AGTR2,angiotensin-activated signaling pathway,3.0
872,186,GO:0042306,AGTR2,regulation of protein import into nucleus,3.0
873,186,GO:0042311,AGTR2,vasodilation,3.0
874,186,GO:0042416,AGTR2,dopamine biosynthetic process,3.0
875,186,GO:0043537,AGTR2,negative regulation of blood vessel endothelial cell migration,3.0
876,186,GO:0045429,AGTR2,positive regulation of nitric oxide biosynthetic process,3.0
877,186,GO:0045893,AGTR2,"positive regulation of transcription, DNA-templated",3.0
878,186,GO:0048019,AGTR2,receptor antagonist activity,3.0
879,186,GO:0048147,AGTR2,negative regulation of fibroblast proliferation,3.0
880,186,GO:0048471,AGTR2,perinuclear region of cytoplasm,3.0
881,186,GO:0051000,AGTR2,positive regulation of nitric-oxide synthase activity,3.0
882,186,GO:0051387,AGTR2,negative regulation of neurotrophin TRK receptor signaling pathway,3.0
883,186,GO:0061049,AGTR2,cell growth involved in cardiac muscle cell development,3.0
884,186,GO:0071549,AGTR2,cellular response to dexamethasone stimulus,3.0
885,186,GO:0072300,AGTR2,positive regulation of metanephric glomerulus development,3.0
886,186,GO:0090190,AGTR2,positive regulation of branching involved in ureteric bud morphogenesis,3.0
887,186,GO:0097755,AGTR2,positive regulation of blood vessel diameter,3.0
888,186,GO:2000272,AGTR2,negative regulation of signaling receptor activity,3.0
889,186,GO:2001238,AGTR2,positive regulation of extrinsic apoptotic signaling pathway,3.0
1191,729092,GO:0005096,AGAP5,GTPase activator activity,3.0
1192,729092,GO:0005634,AGAP5,nucleus,3.0
1193,729092,GO:0043547,AGAP5,positive regulation of GTPase activity,3.0
1194,729092,GO:0046872,AGAP5,metal ion binding,3.0
1208,56899,GO:0005829,ANKS1B,cytosol,3.0
1210,56899,GO:0005886,ANKS1B,plasma membrane,3.0
1211,56899,GO:0014069,ANKS1B,postsynaptic density,3.0
1212,56899,GO:0015030,ANKS1B,Cajal body,3.0
1213,56899,GO:0043197,ANKS1B,dendritic spine,3.0
1214,56899,GO:0043231,ANKS1B,intracellular membrane-bounded organelle,3.0
1215,56899,GO:0046875,ANKS1B,ephrin receptor binding,3.0
1217,56899,GO:0048013,ANKS1B,ephrin receptor signaling pathway,3.0
1218,56899,GO:1900383,ANKS1B,regulation of synaptic plasticity by receptor localization to synapse,3.0
